label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1033,36.0820574,140.0824904,0,95.641395,2,2,0,0,1,-1,550.105771918881,-105.386161934001,,,,,,,,,,,,,,,,
1034,36.0820536,140.082538,0,90.154779,2,2,0,0,1,-1,554.388080904169,-105.809175998422,,,,,,,,,,,,,,,,
1035,36.0820535,140.0825838,0,84.844495,2,2,0,0,1,-1,558.508453832277,-105.820307947631,,,,,,,,,,,,,,,,
1036,36.082057,140.0826318,0,85.421541,2,2,0,0,1,-1,562.826748607767,-105.430689730047,,,,,,,,,,,,,,,,
1037,36.0820601,140.0826797,0,93.408862,2,2,0,0,1,-1,567.136046933789,-105.08559930851,,,,,,,,,,,,,,,,
1038,36.0820579,140.0827254,0,41.772663,2,2,0,0,1,-1,571.247423414985,-105.330502188745,,,,,,,,,,,,,,,,
1039,36.0820788,140.0827485,0,7.183987,2,2,0,0,1,-1,573.32560277414,-103.00392483087,,,,,,,,,,,,,,,,
1040,36.0821115,140.0827536,0,8.000622,2,2,0,0,1,-1,573.784421594723,-99.3637774821031,,,,,,,,,,,,,,,,
1041,36.0821414,140.0827588,0,12.687689,2,2,0,0,1,-1,574.252236862216,-96.0353247072452,,,,,,,,,,,,,,,,
1042,36.0821694,140.0827666,0,357.703659,2,2,0,0,1,-1,574.953959762179,-92.9183789649934,,,,,,,,,,,,,,,,
1043,36.0821956,140.0827653,0,359.775220,2,2,0,0,1,-1,574.837005947223,-90.0018083061381,,,,,,,,,,,,,,,,
1044,36.0822368,140.0827651,0,4.990130,2,2,0,0,1,-1,574.819013050844,-85.4154452856447,,,,,,,,,,,,,,,,
1045,36.0822766,140.0827694,0,324.858607,2,2,0,0,1,-1,575.205860291026,-80.9849295517101,,,,,,,,,,,,,,,,
1046,36.0822952,140.0827532,0,258.182329,2,2,0,0,1,-1,573.748435804522,-78.9143870232789,,,,,,,,,,,,,,,,
1047,36.0822894,140.0827189,0,235.983649,2,2,0,0,1,-1,570.662654332536,-79.5600400695153,,,,,,,,,,,,,,,,
1048,36.0822864,140.0827134,0,155.476287,2,2,0,0,1,-1,570.167849721752,-79.8939985418429,,,,,,,,,,,,,,,,
1049,36.0822802,140.0827169,0,106.440719,2,2,0,0,1,-1,570.482725381533,-80.584179384917,,,,,,,,,,,,,,,,
1050,36.0822714,140.0827538,0,175.137512,2,2,0,0,1,-1,573.802414491101,-81.563790904272,,,,,,,,,,,,,,,,
1051,36.0822676,140.0827542,0,133.562162,2,2,0,0,1,-1,573.838400278745,-81.986804968693,,,,,,,,,,,,,,,,
1052,36.0822583,140.0827663,0,180.890406,2,2,0,0,1,-1,574.926970421446,-83.0220762333042,,,,,,,,,,,,,,,,
1053,36.0822531,140.0827662,0,182.468065,2,2,0,0,1,-1,574.917973971978,-83.600937585866,,,,,,,,,,,,,,,,
1054,36.0822456,140.0827658,0,204.942216,2,2,0,0,1,-1,574.881988184334,-84.4358337662896,,,,,,,,,,,,,,,,
1055,36.082235,140.0827597,0,174.603754,2,2,0,0,1,-1,574.333204889529,-85.6158203690412,,,,,,,,,,,,,,,,
